,Concurso,Data Sorteio,Bola1 sorteio 1,Bola2 sorteio 1,Bola3 sorteio 1,Bola4 Sorteio 1,Bola5 sorteio 1,Bola6 sorteio 1,Ganhadores 6 acertos  Sorteio 1,Cidade / UF,Rateio 6 acertos  Sorteio1,Ganhadores 5   acertos Sorteio1,Rateio 5 acertos Sorteio1,Ganhadores 4 acertos Sorteio1,Rateio 4 acertos Sorteio1,Ganhadores 3 acertos Sorteio1,Rateio 3 acertos Sorteio1,Bola1 sorteio 2,Bola2 sorteio 2,Bola3 sorteio 2,Bola4 Sorteio 2,Bola5 sorteio 2,Bola6 sorteio 2,Ganhadores 6 acertos Sorteio2,Rateio 6 acertos  Sorteio 2,Ganhadores 5 acertos Sorteio2,Rateio 5 acertos Sorteio 2,Ganhadores 4 acertos Sorteio2,Rateio 4 acertos Sorteio 2,Ganhadores 3 acertos Sorteio2,Rateio 3 acertos Sorteio 2, Acumulado 6 acertos sorteio 1,Arrecadacao Total,Estimativa Prêmio,Acumulado Sorteio Especial Dupla de Páscoa,Observação
71,72,26/07/2002,8,14,34,37,39,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,2,5,16,32,48,0,"R$0,00",24,"R$3.058,74",1212,"R$60,34",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$1.100.000,00."
72,73,30/07/2002,6,17,21,33,40,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,6,20,39,48,49,0,"R$0,00",11,"R$6.570,60",620,"R$116,14",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$1.300.000,00."
73,74,02/08/2002,7,12,15,16,28,46,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,13,15,24,27,39,0,"R$0,00",23,"R$3.860,50",1813,"R$48,80",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$1.600.000,00"
74,75,06/08/2002,7,11,13,22,30,43,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",16,19,23,28,34,41,0,"R$0,00",33,"R$2.695,68",1450,"R$61,12",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio do 1º sorteio (sena) para o próximo concurso: R$ 1.900.000,00."
75,76,09/08/2002,11,21,31,36,41,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,16,19,29,44,47,1,"R$162.348,35",35,"R$3.092,35",2035,"R$52,98",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA 1º SORTEIO): R$2.100.000,00."
76,77,13/08/2002,11,23,29,31,39,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,11,14,15,34,37,1,"R$140.103,36",16,"R$5.837,64",1156,"R$80,50",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$2.200.000,00. O ganhador da sena-2ºsorteio é de SP."
77,78,16/08/2002,6,8,21,41,42,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",12,19,33,36,43,49,0,"R$0,00",37,"R$2.670,86",1652,"R$59,60",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$2.500.000,00."
78,79,20/08/2002,2,4,8,18,26,33,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,4,14,28,46,47,0,"R$0,00",23,"R$4.122,74",1374,"R$68,75",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$2.800.000,00."
79,80,23/08/2002,19,23,27,33,41,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",10,19,33,37,45,50,0,"R$0,00",24,"R$3.979,28",1380,"R$68,95",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$3.100.000,00"
80,81,27/08/2002,4,16,31,32,38,39,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",12,15,19,26,32,35,1,"R$163.808,81",31,"R$3.522,77",1651,"R$65,90",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$3.300.000,00. O ganhador da sena-2ºsorteio é de SE."
81,82,30/08/2002,15,18,23,32,35,39,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",12,14,17,36,42,48,1,"R$191.963,69",71,"R$1.802,48",2644,"R$48,22",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$3.500.000,00. O ganhador da sena-2ºsorteio é de SP."
82,83,03/09/2002,6,8,13,15,41,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",6,9,12,18,41,48,0,"R$0,00",39,"R$3.439,19",2281,"R$58,58",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA 1º SORTEIO) próximo concurso: R$3.900.000,00."
83,84,06/09/2002,4,11,27,31,34,42,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",17,25,27,35,39,50,0,"R$0,00",14,"R$11.687,51",1985,"R$82,12",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$4.400.000,00."
84,85,10/09/2002,9,19,25,27,28,32,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,19,23,24,30,45,1,"R$213.566,32",35,"R$4.067,93",1925,"R$73,69",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$4.700.000,00. O ganhador da sena-2ºsorteio é de SP."
85,86,13/09/2002,14,23,25,32,33,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",13,27,29,31,33,37,0,"R$0,00",73,"R$2.678,92",3598,"R$54,15",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$5.300.000,00."
86,87,17/09/2002,1,19,23,39,42,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",13,19,23,37,38,41,1,"R$291.954,03",58,"R$3.355,80",3448,"R$56,24",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1ºSORTEIO) próximo concurso: R$5.600.000,00. O ganhador da SENA 2º SORTEIO é de PR."
87,88,20/09/2002,18,20,30,42,46,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,9,17,21,28,33,1,"R$311.486,18",50,"R$4.153,15",2920,"R$70,85",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º sorteio)próximo concurso: R$6.000.000,00. O ganhador (SENA - 2º sorteio) é de Santa Catarina."
88,89,24/09/2002,4,8,14,31,39,42,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,4,11,31,32,44,0,"R$0,00",46,"R$4.730,58",3135,"R$69,15",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA 1º SORTEIO) próximo concurso: R$6.600.000,00."
89,90,27/09/2002,7,28,36,39,40,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,5,8,15,37,43,0,"R$0,00",67,"R$3.389,32",3902,"R$57,98",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO) próximo concurso: R$7.400.000,00."
90,91,01/10/2002,11,15,19,33,34,43,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,11,13,41,43,44,0,"R$0,00",109,"R$1.883,69",3779,"R$54,13",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$7.900.000,00."
91,92,04/10/2002,1,28,31,34,35,38,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",11,24,31,40,41,45,0,"R$0,00",46,"R$4.820,02",2448,"R$90,23",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$8.500.000,00."
92,93,08/10/2002,1,22,25,28,33,44,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,11,17,36,38,50,0,"R$0,00",55,"R$3.806,91",2610,"R$79,92",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$9.200.000,00."
93,94,11/10/2002,21,25,26,32,36,43,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,17,21,23,40,41,0,"R$0,00",43,"R$5.289,16",2729,"R$83,03",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$10.000.000,00 (DEZ MILHÕES!!!)."
94,95,15/10/2002,19,27,29,31,38,42,1,MG,"R$9.786.055,58",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,5,6,23,35,44,0,"R$0,00",55,"R$3.629,81",3167,"R$62,81",0,"R$0,00",Não,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO) próximo concurso: R$400.000,00. SENA - 2º SORTEIO : Acumulou para a SENA 1º SORTEIO prx. conc.: R$299.458,79."
95,96,18/10/2002,7,9,11,13,22,50,1,SP,"R$434.535,34",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,7,19,31,37,42,0,"R$0,00",18,"R$5.002,83",1300,"R$69,01",0,"R$0,00",Não,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO) próximo concurso: R$280.000,00. SENA - 2º SORTEIO acumulou R$135.076,55 para a SENA - 1º SORTEIO."
96,97,22/10/2002,4,5,16,17,19,21,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",18,28,39,42,45,46,0,"R$0,00",11,"R$6.674,41",726,"R$100,75",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO)próximo concurso: R$500.000,00."
97,98,25/10/2002,11,15,17,20,27,33,1,RJ,"R$477.268,10",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,19,34,37,38,45,0,"R$0,00",19,"R$4.278,46",1306,"R$62,02",0,"R$0,00",Não,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO) próximo concurso: R$230.000,00. A SENA - 2º SORTEIO acumulou para o 1º SORTEIO  próximo conc.: R$121.936,18."
98,99,29/10/2002,12,21,30,38,43,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,7,8,17,27,32,0,"R$0,00",23,"R$2.887,18",1133,"R$58,39",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$450.000,00."
99,100,01/11/2002,9,11,22,26,33,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,4,12,26,33,39,0,"R$0,00",25,"R$3.127,28",1292,"R$60,29",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$700.000,00."
100,101,05/11/2002,3,19,25,37,39,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,8,9,22,32,42,1,"R$99.675,57",5,"R$13.290,08",838,"R$79,00",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$770.000,00. O ganhador da (sena-2ºsorteio) é de São Paulo/SP."
101,102,08/11/2002,5,19,26,30,35,40,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",13,25,27,32,35,38,0,"R$0,00",30,"R$2.757,61",1636,"R$50,38",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$1.000.000,00 (HUM MILHÃO!!!)."
102,103,12/11/2002,7,15,33,37,41,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",6,14,17,43,45,48,0,"R$0,00",23,"R$3.500,40",1208,"R$66,39",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO)próximo concurso: R$1.300.000,00."
103,104,15/11/2002,8,24,28,29,30,38,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",8,13,16,19,36,49,0,"R$0,00",17,"R$3.626,49",1158,"R$53,04",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA) próximo concurso: R$1.500.000,00."
104,105,19/11/2002,2,6,23,27,43,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,2,16,29,36,42,0,"R$0,00",16,"R$5.998,66",1013,"R$94,39",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO) próximo concurso: R$1.800.000,00."
105,106,22/11/2002,1,6,11,31,46,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",21,31,37,40,47,49,0,"R$0,00",11,"R$9.601,06",798,"R$131,85",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO)próximo concurso: R$2.100.000,00."
106,107,26/11/2002,17,19,31,33,36,40,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,10,15,31,33,41,0,"R$0,00",18,"R$5.570,81",1475,"R$67,73",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) proximo concurso: R$2.400.000,00."
107,108,29/11/2002,6,10,14,16,18,34,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",15,26,27,37,41,42,0,"R$0,00",25,"R$4.080,14",1123,"R$90,49",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$2.700.000,00."
108,109,03/12/2002,26,32,41,44,45,46,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",28,33,43,44,46,49,0,"R$0,00",50,"R$2.380,18",1643,"R$72,16",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$3.100.000,00."
109,110,06/12/2002,14,20,27,34,38,43,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,19,21,36,37,39,0,"R$0,00",29,"R$4.318,21",1318,"R$94,66",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$3.500.000,00."
110,111,10/12/2002,6,7,16,47,48,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",12,13,18,22,39,40,0,"R$0,00",22,"R$5.411,83",1401,"R$84,66",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO)próximo concurso: R$3.900.000,00."
111,112,13/12/2002,14,16,37,45,46,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",6,10,12,23,27,32,0,"R$0,00",33,"R$3.908,79",2042,"R$62,93",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO) próximo concurso: R$4.000.000,00."
112,113,17/12/2002,21,30,31,42,45,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,13,14,16,21,46,0,"R$0,00",40,"R$3.136,54",2145,"R$58,27",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO) próximo concurso:R$4.600.000,00."
113,114,20/12/2002,14,28,29,30,33,39,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,12,22,40,41,44,0,"R$0,00",35,"R$3.866,45",1763,"R$76,47",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO) próximo concurso: R$5.000.000,00."
114,115,27/12/2002,3,8,23,26,38,44,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",9,19,22,23,33,35,0,"R$0,00",42,"R$4.625,93",2815,"R$68,76",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$5.700.000,00. A CAIXA informa que o concurso 116 da Dupla Sena acontecerá em 03/01/2003."
115,116,03/01/2003,5,8,10,34,38,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,12,32,41,44,47,0,"R$0,00",36,"R$5.876,50",3087,"R$68,27",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO)próximo concurso:R$6.300.000,00."
116,117,07/01/2003,13,14,26,28,44,46,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,11,15,23,24,32,0,"R$0,00",41,"R$4.378,53",3266,"R$54,77",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO)próximo concurso: R$6.800.000,00."
117,118,10/01/2003,3,5,16,18,33,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",11,15,26,38,45,46,0,"R$0,00",43,"R$4.603,20",2718,"R$72,56",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO)próximo concurso:R$7.500.000,00."
118,119,14/01/2003,11,20,27,36,38,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",9,33,35,38,40,44,0,"R$0,00",48,"R$4.108,72",2158,"R$91,05",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO) próximo concurso:R$8.000.000,00."
119,120,17/01/2003,29,34,36,38,40,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,25,36,40,44,49,0,"R$0,00",58,"R$3.395,07",2414,"R$81,27",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO): R$8.600.000,00."
120,121,21/01/2003,7,9,12,15,31,39,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",20,25,29,46,49,50,0,"R$0,00",33,"R$6.222,07",2269,"R$90,15",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO) próximo concurso: R$9.300.000,00."
121,122,24/01/2003,3,9,17,18,22,38,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",8,19,21,23,28,35,0,"R$0,00",77,"R$3.343,21",4556,"R$56,29",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio ( SENA - 1º SORTEIO ) R$10.000.000,00. ( DEZ MILHÕES )."
122,123,28/01/2003,12,32,35,38,39,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",19,28,31,43,45,48,0,"R$0,00",72,"R$3.748,50",4061,"R$66,21",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$11.000.000,00 (ONZE MILHÕES!!!)."
123,124,31/01/2003,11,28,36,37,46,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",6,9,22,30,38,48,1,"R$465.487,75",73,"R$4.251,03",3570,"R$86,59",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$11.500.000,00 (ONZE MILHÕES E MEIO!!!). O acertador da (sena-2ºsorteio) é de Niterói/RJ."
124,125,04/02/2003,7,8,11,15,41,46,1,RJ,"R$11.443.167,80",0,"R$0,00",0,"R$0,00",0,"R$0,00",24,31,35,39,43,49,0,"R$0,00",68,"R$4.378,15",3861,"R$76,82",0,"R$0,00",Não,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO)próximo concurso: R$550.000,00."
125,126,07/02/2003,1,4,25,42,43,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",9,20,24,26,36,39,0,"R$0,00",19,"R$5.434,27",1119,"R$91,92",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de Prêmio (SENA - 1º SORTEIO)próximo concurso: R$900.000,00."
126,127,11/02/2003,1,16,17,31,42,44,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",9,14,30,31,38,49,0,"R$0,00",15,"R$6.579,09",978,"R$100,53",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$1.200.000,00."
127,128,14/02/2003,4,12,21,22,28,42,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,4,27,35,44,49,0,"R$0,00",36,"R$3.021,67",1717,"R$63,11",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO) próximo concurso: R$1.500.000,00."
128,129,18/02/2003,3,11,14,27,33,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",6,11,31,34,37,44,0,"R$0,00",7,"R$14.937,11",1029,"R$101,24",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$1.800.000,00."
129,130,21/02/2003,1,4,16,18,39,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,5,10,13,45,50,1,"R$164.672,85",84,"R$1.306,93",2851,"R$38,36",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$2.000.000,00 (DOIS MILHÕES!!!). O ganhador da (sena-2ºsorteio) é de São Paulo/SP."
130,131,25/02/2003,4,23,29,30,40,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,6,26,31,32,43,0,"R$0,00",12,"R$8.710,35",1131,"R$92,07",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$2.400.000,00."
131,132,28/02/2003,4,7,19,37,44,46,1,PR,"R$2.345.136,62",0,"R$0,00",0,"R$0,00",0,"R$0,00",9,12,16,21,23,47,1,"R$174.487,51",40,"R$2.908,13",1841,"R$62,95",0,"R$0,00",Não,"R$0,00","R$0,00","R$0,00","Estimativa prêmio (SENA-1ºSORTEIO) próximo concurso: R$100.000,00. O acertador da (sena-2ºsorteio) é de MG. O próximo concurso (133) será 07/03/2003."
132,133,07/03/2003,3,27,29,38,41,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,8,9,19,20,30,0,"R$0,00",50,"R$1.859,63",1727,"R$53,64",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio ( SENA-1º SORTEIO ) próximo concurso:R$400.000,00."
133,134,11/03/2003,19,21,22,25,29,31,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,12,33,37,40,46,0,"R$0,00",8,"R$10.055,15",1093,"R$73,33",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$650.000,00."
134,135,14/03/2003,2,3,12,13,26,44,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,6,43,45,46,49,0,"R$0,00",25,"R$3.580,31",1192,"R$74,81",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$900.000,00."
135,136,18/03/2003,6,10,20,26,38,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,21,27,37,40,46,0,"R$0,00",15,"R$5.634,72",652,"R$129,15",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$1.200.000,00."
136,137,21/03/2003,14,18,29,31,42,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,4,15,20,33,35,0,"R$0,00",26,"R$3.993,77",1254,"R$82,50",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$1.500.000,00."
137,138,25/03/2003,1,2,3,11,24,42,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,16,21,35,36,40,1,"R$150.133,30",23,"R$4.351,69",1232,"R$80,94",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$1.700.000,00. O acertador da (sena-2ºsorteio) é do Estado do Rio de Janeiro."
138,139,28/03/2003,13,19,29,42,44,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,8,17,18,32,50,0,"R$0,00",37,"R$2.828,00",1418,"R$73,51",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1º SORTEIO) próximo concurso: R$2.000.000,00 (DOIS MILHÕES!!!)."
139,140,01/04/2003,4,8,43,44,46,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,12,17,19,32,47,0,"R$0,00",46,"R$2.141,00",2130,"R$46,07",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA - 1º SORTEIO) do próximo concurso: R$2.300.000,00."
140,141,04/04/2003,15,27,32,33,42,43,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",9,15,19,36,39,42,0,"R$0,00",46,"R$2.390,34",1900,"R$57,66",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$2.600.000,00."
141,142,08/04/2003,5,6,20,36,38,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,7,14,34,43,46,0,"R$0,00",39,"R$2.814,29",1949,"R$56,10",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$3.000.000,00 (TRÊS MILHÕES!!!)."
142,143,11/04/2003,1,6,19,32,44,49,1,SP,"R$2.950.802,89",0,"R$0,00",0,"R$0,00",0,"R$0,00",21,25,35,39,43,47,0,"R$0,00",35,"R$3.396,15",1694,"R$69,91",0,"R$0,00",Não,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA-1ºSORTEIO) próximo concurso: R$300.000,00. Valor acumulado da sena-2ºsorteio: R$178.297,70"
